Chamber,District Number,School District,RCDTS,Legislator Name,Total Students,Share of Students
Senate,35,Kaneland CUSD 302,3104530202600,Dave Syverson,3024,0.78
Senate,35,Marengo CHSD 154,4406315401600,Dave Syverson,666,1
Senate,35,Marengo-Union E Cons D 165,4406316500300,Dave Syverson,1085,1
Senate,35,Nippersink SD 2,4406300200300,Dave Syverson,403,0.36
Senate,35,North Boone CUSD 200,0400420002600,Dave Syverson,1349,0.91
Senate,35,Richmond-Burton CHSD 157,4406315701600,Dave Syverson,531,1
Senate,35,Riley CCSD 18,4406301800400,Dave Syverson,240,1
Senate,35,Sycamore CUSD 427,1601942702600,Dave Syverson,3597,1
Senate,35,Woodstock CUSD 200,4406320002600,Dave Syverson,1223,0.2
Senate,36,AlWood CUSD 225,2803722502600,Michael W. Halpin,182,0.49
Senate,36,Bushnell Prairie City CUSD 170,2606217002600,Michael W. Halpin,587,1
Senate,36,Carbon Cliff-Barstow SD 36,4908103600200,Michael W. Halpin,275,1
Senate,36,Colona SD 190,2803719000200,Michael W. Halpin,375,1
Senate,36,East Moline SD 37,4908103700200,Michael W. Halpin,2581,0.99
Senate,36,Galesburg CUSD 205,3304820502600,Michael W. Halpin,3861,1
Senate,36,Hampton SD 29,4908102900200,Michael W. Halpin,215,1
Senate,36,Knoxville CUSD 202,3304820202600,Michael W. Halpin,936,1
Senate,36,Macomb CUSD 185,2606218502600,Michael W. Halpin,778,0.4
Senate,36,Moline-Coal Valley CUSD 40,4908104002200,Michael W. Halpin,7206,1
Senate,36,Monmouth-Roseville CUSD 238,3309423802600,Michael W. Halpin,1576,1
Senate,36,Orion CUSD 223,2803722302600,Michael W. Halpin,965,1
Senate,36,Rock Island SD 41,4908104102500,Michael W. Halpin,5972,0.98
Senate,36,Sherrard CUSD 200,4908120002600,Michael W. Halpin,885,0.67
Senate,36,Silvis SD 34,4908103400200,Michael W. Halpin,612,1
Senate,36,United CUSD 304,3309430402600,Michael W. Halpin,509,0.53
Senate,36,United Twp HSD 30,4908103001700,Michael W. Halpin,1825,1
Senate,36,West Prairie CUSD 103,2606210302600,Michael W. Halpin,152,0.26
Senate,37,Amboy CUSD 272,4705227202600,"Li Arellano, Jr.",699,1
Senate,37,Ashton-Franklin Center CUSD 275,4705227502600,"Li Arellano, Jr.",456,1
Senate,37,Bradford CUSD 1,2808800102600,"Li Arellano, Jr.",175,1
Senate,37,Bureau Valley CUSD 340,2800634002600,"Li Arellano, Jr.",905,1
Senate,37,Creston CCSD 161,4707116100400,"Li Arellano, Jr.",80,1
Senate,37,DeKalb CUSD 428,1601942802600,"Li Arellano, Jr.",285,0.04
Senate,37,Dimmick Community Consolidated SD #175,3505001750400,"Li Arellano, Jr.",146,1
Senate,37,Dixon USD 170,4705217002200,"Li Arellano, Jr.",2386,1
Senate,37,Dunlap CUSD 323,4807232302600,"Li Arellano, Jr.",3971,0.84
Senate,37,Earlville CUSD 9,3505000902600,"Li Arellano, Jr.",403,1
Senate,37,East Coloma - Nelson CESD 20,4709802000200,"Li Arellano, Jr.",209,1
Senate,37,Erie CUSD 1,4709800102600,"Li Arellano, Jr.",606,1
Senate,37,Geneseo CUSD 228,2803722802600,"Li Arellano, Jr.",2424,1
Senate,37,Germantown Hills SD 69,5310206900200,"Li Arellano, Jr.",825,1
Senate,37,Il Valley Central USD 321,4807232102600,"Li Arellano, Jr.",2041,0.98
Senate,37,Indian Creek CUSD 425,1601942502600,"Li Arellano, Jr.",505,0.69
Senate,37,Kewanee CUSD 229,2803722902600,"Li Arellano, Jr.",134,0.07
Senate,37,La Moille CUSD 303,2800630302600,"Li Arellano, Jr.",171,1
Senate,37,Leland CUSD 1,3505000102600,"Li Arellano, Jr.",240,1
Senate,37,Malden CCSD 84,2800608400400,"Li Arellano, Jr.",91,1
Senate,37,Mendota CCSD 289,3505028900400,"Li Arellano, Jr.",1001,1
Senate,37,Mendota Twp HSD 280,3505028001700,"Li Arellano, Jr.",473,1
Senate,37,Montmorency CCSD 145,4709814500400,"Li Arellano, Jr.",207,1
Senate,37,Morrison CUSD 6,4709800602600,"Li Arellano, Jr.",959,1
Senate,37,Ohio CCSD 17,2800601700400,"Li Arellano, Jr.",73,1
Senate,37,Ohio CHSD 505,2800650501600,"Li Arellano, Jr.",26,1
Senate,37,Paw Paw CUSD 271,4705227102600,"Li Arellano, Jr.",122,1
Senate,37,Polo CUSD 222,4707122202600,"Li Arellano, Jr.",516,1
Senate,37,Princeton ESD 115,2800611500200,"Li Arellano, Jr.",1052,0.98
Senate,37,Princeton HSD 500,2800650001500,"Li Arellano, Jr.",479,1
Senate,37,Princeville CUSD 326,4807232602600,"Li Arellano, Jr.",631,1
Senate,37,Prophetstown-Lyndon-Tampico CUSD3,4709800302600,"Li Arellano, Jr.",736,1
Senate,37,River Bend CUSD 2,4709800202600,"Li Arellano, Jr.",940,1
Senate,37,Riverdale CUSD 100,4908110002600,"Li Arellano, Jr.",1069,1
Senate,37,Riverview CCSD 2,5310200200400,"Li Arellano, Jr.",206,1
Senate,37,Rochelle CCSD 231,4707123100400,"Li Arellano, Jr.",1566,1
Senate,37,Rochelle Twp HSD 212,4707121201700,"Li Arellano, Jr.",826,0.99
Senate,37,Rock Falls ESD 13,4709801300200,"Li Arellano, Jr.",851,1
Senate,37,Rock Falls Twp HSD 301,4709830101700,"Li Arellano, Jr.",522,1
Senate,37,Serena CUSD 2,3505000202600,"Li Arellano, Jr.",122,0.21
Senate,37,Sterling CUSD 5,4709800502600,"Li Arellano, Jr.",3151,1
Senate,37,Steward ESD 220,4705222000200,"Li Arellano, Jr.",56,1
Senate,37,Wallace CCSD 195,3505019500400,"Li Arellano, Jr.",406,1
Senate,38,CUSD 308,2404730802600,Sue Rezin,6753,0.4
Senate,38,Dalzell SD 98,2800609800200,Sue Rezin,45,1
Senate,38,DeKalb CUSD 428,1601942802600,Sue Rezin,5749,0.88
Senate,38,Deer Park CCSD 82,3505008200400,Sue Rezin,35,1
Senate,38,Grand Ridge CCSD 95,3505009500400,Sue Rezin,207,1
Senate,38,Hall HSD 502,2800650201700,Sue Rezin,407,1
Senate,38,Indian Creek CUSD 425,1601942502600,Sue Rezin,222,0.31
Senate,38,La Salle ESD 122,3505012200200,Sue Rezin,890,1
Senate,38,La Salle-Peru Twp HSD 120,3505012001700,Sue Rezin,1167,1
Senate,38,Ladd CCSD 94,2800609400400,Sue Rezin,191,1
Senate,38,Lisbon CCSD 90,2404709000400,Sue Rezin,125,1
Senate,38,Miller Twp CCSD 210,3505021000400,Sue Rezin,189,1
Senate,38,Minooka CCSD 201,2403220100400,Sue Rezin,2763,0.63
Senate,38,Minooka CHSD 111,2403211101600,Sue Rezin,2882,1
Senate,38,Morris CHSD 101,2403210101600,Sue Rezin,863,1
Senate,38,Morris SD 54,2403205400200,Sue Rezin,1051,1
Senate,38,Nettle Creek CCSD 24C,24032024C0400,Sue Rezin,76,1
Senate,38,Newark CCSD 66,2404706600400,Sue Rezin,211,1
Senate,38,Newark CHSD 18,2404701801600,Sue Rezin,175,1
Senate,38,Oglesby ESD 125,3505012500200,Sue Rezin,457,1
Senate,38,Ottawa ESD 141,3505014100200,Sue Rezin,1768,1
Senate,38,Ottawa Twp HSD 140,3505014001700,Sue Rezin,1240,1
Senate,38,Peru ESD 124,3505012400200,Sue Rezin,944,1
Senate,38,Plano CUSD 88,2404708802600,Sue Rezin,2419,1
Senate,38,Rutland CCSD 230,3505023000400,Sue Rezin,65,1
Senate,38,Sandwich CUSD 430,1601943002600,Sue Rezin,1824,1
Senate,38,Saratoga CCSD 60C,24032060C0400,Sue Rezin,806,1
Senate,38,Seneca Twp HSD 160,3505016001700,Sue Rezin,355,1
Senate,38,Serena CUSD 2,3505000202600,Sue Rezin,473,0.79
Senate,38,Somonauk CUSD 432,1601943202600,Sue Rezin,759,1
Senate,38,Spring Valley CCSD 99,2800609900400,Sue Rezin,619,1
Senate,38,Wallace CCSD 195,3505019500400,Sue Rezin,0,0
Senate,38,Waltham CCSD 185,3505018500400,Sue Rezin,254,1
Senate,38,Yorkville CUSD 115,2404711502600,Sue Rezin,5558,0.79
Senate,39,Addison SD 4,1902200400200,Don Harmon,1672,0.49
Senate,39,Bellwood SD 88,0601608800200,Don Harmon,361,0.19
Senate,39,Bensenville SD 2,1902200200200,Don Harmon,2022,1
Senate,39,Berkeley SD 87,0601608700200,Don Harmon,1017,0.5
Senate,39,Chicago Public Schools District 299,1501629902500,Don Harmon,1593,0
Senate,39,Elmwood Park CUSD 401,0601640102600,Don Harmon,2830,1
Senate,39,Fenton CHSD 100,1902210001600,Don Harmon,1371,1
Senate,39,Franklin Park SD 84,0601608400200,Don Harmon,1040,0.84
Senate,39,Leyden CHSD 212,0601621201600,Don Harmon,3522,1
Senate,39,Mannheim SD 83,0601608300200,Don Harmon,2305,0.97
Senate,39,Maywood-Melrose Park-Broadview 89,0601608900200,Don Harmon,1693,0.41
Senate,39,Oak Park - River Forest SD 200,0601620001300,Don Harmon,3226,1
Senate,39,Oak Park ESD 97,0601609700200,Don Harmon,4450,0.8
Senate,39,Rhodes SD 84-5,0601608450200,Don Harmon,491,1
Senate,39,River Forest SD 90,0601609000200,Don Harmon,1338,1
Senate,39,River Grove SD 85-5,0601608550200,Don Harmon,719,1
Senate,40,Bloom Twp HSD 206,0701620601700,Patrick J. Joyce,1767,0.57
Senate,40,Bourbonnais SD 53,3204605300200,Patrick J. Joyce,2331,1
Senate,40,Braceville SD 75,2403207500200,Patrick J. Joyce,116,1
Senate,40,Bradley Bourbonnais CHSD 307,3204630701600,Patrick J. Joyce,1840,1
Senate,40,Bradley SD 61,3204606100200,Patrick J. Joyce,1285,1
Senate,40,Chicago Heights SD 170,0701617000200,Patrick J. Joyce,2421,0.93
Senate,40,Crete Monee CUSD 201U,56099201U2600,Patrick J. Joyce,2925,0.66
Senate,40,Flossmoor SD 161,0701616100200,Patrick J. Joyce,316,0.14
Senate,40,Frankfort CCSD 157C,56099157C0400,Patrick J. Joyce,945,0.36
Senate,40,Herscher CUSD 2,3204600202600,Patrick J. Joyce,1638,1
Senate,40,Kankakee SD 111,3204611102500,Patrick J. Joyce,3841,0.83
Senate,40,Lincoln Way CHSD 210,5609921001600,Patrick J. Joyce,1959,0.29
Senate,40,Manhattan SD 114,5609911400200,Patrick J. Joyce,1904,1
Senate,40,Matteson ESD 162,0701616200200,Patrick J. Joyce,758,0.32
Senate,40,New Lenox SD 122,5609912200200,Patrick J. Joyce,2957,0.59
Senate,40,Park Forest - Chicago Heights School District 163,0701616300200,Patrick J. Joyce,1508,1
Senate,40,Peotone CUSD 207U,56099207U2600,Patrick J. Joyce,155,0.12
Senate,40,Reed Custer CUSD 255U,56099255U2600,Patrick J. Joyce,1324,1
Senate,40,South Wilmington CCSD 74,2403207400300,Patrick J. Joyce,79,1
Senate,40,Steger SD 194,0701619400200,Patrick J. Joyce,1420,1
Senate,40,Wilmington CUSD 209U,56099209U2600,Patrick J. Joyce,1209,1
Senate,41,CCSD 180,1902218000400,John F. Curran,477,1
Senate,41,CHSD 99,1902209901600,John F. Curran,4630,1
Senate,41,Cass SD 63,1902206300200,John F. Curran,777,1
Senate,41,Center Cass SD 66,1902206600200,John F. Curran,1122,1
Senate,41,Darien SD 61,1902206100200,John F. Curran,1253,1
Senate,41,Downers Grove GSD 58,1902205800200,John F. Curran,4194,0.88
Senate,41,Gower SD 62,1902206200200,John F. Curran,929,1
Senate,41,Hinsdale CCSD 181,1902218100400,John F. Curran,682,0.19
Senate,41,Hinsdale Twp HSD 86,1902208601700,John F. Curran,3665,0.97
Senate,41,Homer CCSD 33C,56099033C0400,John F. Curran,388,0.11
Senate,41,LaGrange Highlands SD 106,0601610600200,John F. Curran,1003,1
Senate,41,Lemont Twp HSD 210,0701621001700,John F. Curran,1301,1
Senate,41,Lemont-Bromberek CSD 113A,07016113A0200,John F. Curran,2567,1
Senate,41,Lisle CUSD 202,1902220202600,John F. Curran,763,0.51
Senate,41,Naperville CUSD 203,1902220302600,John F. Curran,2890,0.18
Senate,41,Pleasantdale SD 107,0601610700200,John F. Curran,819,1
Senate,41,Western Springs SD 101,0601610100200,John F. Curran,300,0.21
Senate,41,Willow Springs SD 108,0701610800200,John F. Curran,385,1
Senate,41,Woodridge SD 68,1902206800200,John F. Curran,1656,0.6
Senate,42,Aurora East USD 131,3104513102200,Linda Holmes,1288,0.11
Senate,42,Aurora West USD 129,3104512902200,Linda Holmes,3977,0.37
Senate,42,Batavia USD 101,3104510102200,Linda Holmes,2397,0.47
Senate,42,CUSD 308,2404730802600,Linda Holmes,8914,0.53
Senate,42,Geneva CUSD 304,3104530402600,Linda Holmes,3508,0.7
Senate,42,Indian Prairie CUSD 204,1902220402600,Linda Holmes,8959,0.35
Senate,42,Kaneland CUSD 302,3104530202600,Linda Holmes,419,0.11
Senate,42,St Charles CUSD 303,3104530302600,Linda Holmes,2028,0.18
Senate,42,Yorkville CUSD 115,2404711502600,Linda Holmes,1464,0.21
Senate,43,Chaney-Monge SD 88,5609908800200,Rachel Ventura,401,1
Senate,43,Channahon SD 17,5609901700200,Rachel Ventura,1130,1
Senate,43,Elwood CCSD 203,5609920300400,Rachel Ventura,270,1
Senate,43,Fairmont SD 89,5609908900200,Rachel Ventura,283,1
Senate,43,Joliet PSD 86,5609908600500,Rachel Ventura,7119,0.76
Senate,43,Joliet Twp HSD 204,5609920401700,Rachel Ventura,6631,0.99
Senate,43,Laraway CCSD 70C,56099070C0400,Rachel Ventura,452,1
Senate,43,Lockport SD 91,5609909100200,Rachel Ventura,517,1
Senate,43,Lockport Twp HSD 205,5609920501700,Rachel Ventura,3785,1
Senate,43,Minooka CCSD 201,2403220100400,Rachel Ventura,514,0.12
Senate,43,Naperville CUSD 203,1902220302600,Rachel Ventura,469,0.03
Senate,43,Rockdale SD 84,5609908400200,Rachel Ventura,240,1
Senate,43,Taft SD 90,5609909000200,Rachel Ventura,254,1
Senate,43,Troy CCSD 30C,56099030C0400,Rachel Ventura,736,0.19
Senate,43,Union SD 81,5609908100200,Rachel Ventura,122,1
Senate,43,Valley View CUSD 365U,56099365U2600,Rachel Ventura,9420,0.64
Senate,43,Will County SD 92,5609909200200,Rachel Ventura,652,0.46
Senate,43,Woodridge SD 68,1902206800200,Rachel Ventura,1091,0.4
Senate,44,Argenta-Oreana CUSD 1,3905500102600,Sally J. Turner,894,1
Senate,44,Arthur CUSD 305,1102130502600,Sally J. Turner,229,0.25
Senate,44,Bement CUSD 5,3907400502600,Sally J. Turner,288,1
Senate,44,Blue Ridge CUSD 18,1702001802600,Sally J. Turner,661,1
Senate,44,Cerro Gordo CUSD 100,3907410002600,Sally J. Turner,444,1
Senate,44,Chester-East Lincoln CCSD 61,1705406100400,Sally J. Turner,297,1
Senate,44,Clinton CUSD 15,1702001502600,Sally J. Turner,1677,1
Senate,44,Creve Coeur SD 76,5309007600200,Sally J. Turner,488,1
Senate,44,Decatur SD 61,3905506102500,Sally J. Turner,1637,0.21
Senate,44,Deer Creek-Mackinaw CUSD 701,5309070102600,Sally J. Turner,726,0.76
Senate,44,Deland-Weldon CUSD 57,3907405702600,Sally J. Turner,166,1
Senate,44,Delavan CUSD 703,5309070302600,Sally J. Turner,402,1
Senate,44,East Peoria SD 86,5309008600200,Sally J. Turner,383,0.27
Senate,44,Hartsburg Emden CUSD 21,1705402102600,Sally J. Turner,173,1
Senate,44,Heyworth CUSD 4,1706400402600,Sally J. Turner,859,1
Senate,44,LeRoy CUSD 2,1706400202600,Sally J. Turner,754,1
Senate,44,Lincoln CHSD 404,1705440401600,Sally J. Turner,776,1
Senate,44,Lincoln ESD 27,1705402700200,Sally J. Turner,1063,1
Senate,44,Maroa Forsyth CUSD 2,3905500202600,Sally J. Turner,1166,1
Senate,44,McLean County USD 5,1706400502600,Sally J. Turner,2731,0.22
Senate,44,Monticello CUSD 25,3907402502600,Sally J. Turner,1668,1
Senate,44,Morton CUSD 709,5309070902600,Sally J. Turner,3215,1
Senate,44,Mt Pulaski CUSD 23,1705402302600,Sally J. Turner,516,1
Senate,44,N Pekin & Marquette Hght SD 102,5309010200200,Sally J. Turner,219,0.48
Senate,44,New Holland-Middletown ED 88,1705408800200,Sally J. Turner,67,1
Senate,44,Olympia CUSD 16,1706401602600,Sally J. Turner,1734,1
Senate,44,Ridgeview CUSD 19,1706401902600,Sally J. Turner,529,1
Senate,44,Sangamon Valley CUSD 9,3905500902600,Sally J. Turner,597,1
Senate,44,Tremont CUSD 702,5309070202600,Sally J. Turner,878,1
Senate,44,Tri City CUSD 1,5108400102600,Sally J. Turner,543,1
Senate,44,Tri Valley CUSD 3,1706400302600,Sally J. Turner,1071,1
Senate,44,Warrensburg-Latham CUSD 11,3905501102600,Sally J. Turner,979,1
Senate,44,West Lincoln-Broadwell ESD 92,1705409200400,Sally J. Turner,220,1
Senate,45,Byron CUSD 226,4707122602600,Andrew S. Chesney,1440,1
Senate,45,Chadwick-Milledgeville CUSD 399,0800839902600,Andrew S. Chesney,355,1
Senate,45,County of Winnebago SD 320,0410132002600,Andrew S. Chesney,912,1
Senate,45,Dakota CUSD 201,0808920102600,Andrew S. Chesney,746,1
Senate,45,Durand CUSD 322,0410132202600,Andrew S. Chesney,500,0.94
Senate,45,East Dubuque USD 119,0804311902200,Andrew S. Chesney,616,1
Senate,45,Eastland CUSD 308,0800830802600,Andrew S. Chesney,698,1
Senate,45,Eswood CCSD 269,4707126900400,Andrew S. Chesney,69,1
Senate,45,Forrestville Valley CUSD 221,4707122102600,Andrew S. Chesney,725,1
Senate,45,Freeport SD 145,0808914502200,Andrew S. Chesney,3512,1
Senate,45,Galena USD 120,0804312002200,Andrew S. Chesney,827,1
Senate,45,Genoa Kingston CUSD 424,1601942402600,Andrew S. Chesney,1488,1
Senate,45,Harlem UD 122,0410112202200,Andrew S. Chesney,3692,0.6
Senate,45,Hiawatha CUSD 426,1601942602600,Andrew S. Chesney,417,1
Senate,45,Hononegah CHD 207,0410120701600,Andrew S. Chesney,1822,1
Senate,45,Kings Cons SD 144,4707114400300,Andrew S. Chesney,74,1
Senate,45,Kinnikinnick CCSD 131,0410113100400,Andrew S. Chesney,1712,1
Senate,45,Lena Winslow CUSD 202,0808920202600,Andrew S. Chesney,825,1
Senate,45,Meridian CUSD 223,4707122302600,Andrew S. Chesney,1466,1
Senate,45,North Boone CUSD 200,0400420002600,Andrew S. Chesney,135,0.09
Senate,45,Orangeville CUSD 203,0808920302600,Andrew S. Chesney,300,1
Senate,45,Oregon CUSD 220,4707122002600,Andrew S. Chesney,1467,1
Senate,45,Pearl City CUSD 200,0808920002600,Andrew S. Chesney,412,1
Senate,45,Pecatonica CUSD 321,0410132102600,Andrew S. Chesney,878,1
Senate,45,Prairie Hill CCSD 133,0410113300400,Andrew S. Chesney,783,1
Senate,45,River Ridge CUSD 210,0804321002600,Andrew S. Chesney,446,1
Senate,45,Rockford SD 205,0410120502500,Andrew S. Chesney,861,0.03
Senate,45,Rockton SD 140,0410114000400,Andrew S. Chesney,1603,1
Senate,45,Scales Mound CUSD 211,0804321102600,Andrew S. Chesney,255,1
Senate,45,Shirland CCSD 134,0410113400400,Andrew S. Chesney,102,1
Senate,45,Stockton CUSD 206,0804320602600,Andrew S. Chesney,511,1
Senate,45,Warren CUSD 205,0804320502600,Andrew S. Chesney,372,1
Senate,45,West Carroll CUSD 314,0800831402600,Andrew S. Chesney,852,1
Senate,45,Winnebago CUSD 323,0410132302600,Andrew S. Chesney,1247,1
Senate,46,Bartonville SD 66,4807206600200,David Koehler,291,1
Senate,46,Bloomington SD 87,1706408702500,David Koehler,4610,1
Senate,46,Deer Creek-Mackinaw CUSD 701,5309070102600,David Koehler,228,0.24
Senate,46,District 50 Schools,5309005000200,David Koehler,574,1
Senate,46,Dunlap CUSD 323,4807232302600,David Koehler,781,0.16
Senate,46,East Peoria CHSD 309,5309030901600,David Koehler,854,1
Senate,46,East Peoria SD 86,5309008600200,David Koehler,1020,0.73
Senate,46,Eureka CUD 140,5310214002600,David Koehler,157,0.1
Senate,46,Limestone CHSD 310,4807231001600,David Koehler,883,1
Senate,46,McLean County USD 5,1706400502600,David Koehler,5671,0.46
Senate,46,Monroe SD 70,4807207000200,David Koehler,272,1
Senate,46,Oak Grove SD 68  Bartonville,4807206800200,David Koehler,270,1
Senate,46,Peoria Heights CUSD 325,4807232502600,David Koehler,704,1
Senate,46,Peoria SD 150,4807215002500,David Koehler,11804,0.93
Senate,46,Pleasant Hill SD 69,4807206900200,David Koehler,165,1
Senate,46,Pleasant Valley SD 62,4807206200200,David Koehler,181,0.45
Senate,46,Robein SD 85,5309008500200,David Koehler,150,1
Senate,47,Abingdon-Avon CUSD 276,3304827602600,Neil Anderson,886,1
Senate,47,AlWood CUSD 225,2803722502600,Neil Anderson,193,0.51
Senate,47,Annawan CUSD 226,2803722602600,Neil Anderson,315,1
Senate,47,Astoria CUSD 1,2602900102600,Neil Anderson,269,1
Senate,47,Brimfield CUSD 309,4807230902600,Neil Anderson,595,1
Senate,47,CUSD 3 Fulton County,2602900302600,Neil Anderson,393,1
Senate,47,Cambridge CUSD 227,2803722702600,Neil Anderson,459,1
Senate,47,Canton Union SD 66,2602906602500,Neil Anderson,2055,1
Senate,47,Carthage ESD 317,2603431700400,Neil Anderson,436,1
Senate,47,Central CUSD 3,0100100302600,Neil Anderson,113,0.16
Senate,47,Dallas ESD 327,2603432700400,Neil Anderson,166,1
Senate,47,Elmwood CUSD 322,4807232202600,Neil Anderson,624,1
Senate,47,Farmington Central CUSD 265,4807226502600,Neil Anderson,1233,1
Senate,47,Galva CUSD 224,2803722402600,Neil Anderson,446,1
Senate,47,Hamilton CCSD 328,2603432802400,Neil Anderson,573,1
Senate,47,Havana CUSD 126,5306012602600,Neil Anderson,833,1
Senate,47,Hollis Cons SD 328,4807232800300,Neil Anderson,144,1
Senate,47,Illini Bluffs CUSD 327,4807232702600,Neil Anderson,844,1
Senate,47,Illini Central CUSD 189,5306018902600,Neil Anderson,660,1
Senate,47,Illini West H S Dist 307,2603430701600,Neil Anderson,330,1
Senate,47,Kewanee CUSD 229,2803722902600,Neil Anderson,1852,0.93
Senate,47,La Harpe CSD 347,2603434700400,Neil Anderson,187,1
Senate,47,Lewistown CUSD 97,2602909702600,Neil Anderson,590,1
Senate,47,Limestone Walters CCSD 316,4807231600400,Neil Anderson,177,1
Senate,47,Macomb CUSD 185,2606218502600,Neil Anderson,1168,0.6
Senate,47,Mercer County School District 404,3306640402600,Neil Anderson,1230,1
Senate,47,Midwest Central CUSD 191,5306019102600,Neil Anderson,830,1
Senate,47,N Pekin & Marquette Hght SD 102,5309010200200,Neil Anderson,235,0.52
Senate,47,Nauvoo-Colusa CUSD 325,2603432502600,Neil Anderson,190,1
Senate,47,Norwood ESD 63,4807206300200,Neil Anderson,353,1
Senate,47,Pekin CSD 303,5309030301600,Neil Anderson,1701,1
Senate,47,Pekin PSD 108,5309010800200,Neil Anderson,3134,1
Senate,47,Pleasant Valley SD 62,4807206200200,Neil Anderson,224,0.55
Senate,47,R O W V A CUSD 208,3304820802600,Neil Anderson,605,1
Senate,47,Rankin CSD 98,5309009800200,Neil Anderson,211,1
Senate,47,Rockridge CUSD 300,4908130002600,Neil Anderson,1060,1
Senate,47,Sherrard CUSD 200,4908120002600,Neil Anderson,441,0.33
Senate,47,South Pekin SD 137,5309013700200,Neil Anderson,185,1
Senate,47,Southeastern CUSD 337,2603433702600,Neil Anderson,440,1
Senate,47,Spoon River Valley CUSD 4,2602900402600,Neil Anderson,249,1
Senate,47,Spring Lake CCSD 606,5309060600400,Neil Anderson,37,1
Senate,47,Stark County CUSD 100,2808810002600,Neil Anderson,661,1
Senate,47,United CUSD 304,3309430402600,Neil Anderson,239,0.25
Senate,47,V I T CUSD 2,2602900202600,Neil Anderson,334,1
Senate,47,Warsaw CUSD 316,2603431602600,Neil Anderson,375,1
Senate,47,West Central CUSD 235,3303623502600,Neil Anderson,744,1
Senate,47,West Prairie CUSD 103,2606210302600,Neil Anderson,422,0.74
Senate,47,Wethersfield CUSD 230,2803723002600,Neil Anderson,536,1
Senate,47,Williamsfield CUSD 210,3304821002600,Neil Anderson,286,1
Senate,48,Ball Chatham CUSD 5,5108400502600,Doris Turner,2526,0.55
Senate,48,Decatur SD 61,3905506102500,Doris Turner,5390,0.69
Senate,48,Edinburg CUSD 4,0301100402600,Doris Turner,229,1
Senate,48,Rochester CUSD 3A,51084003A2600,Doris Turner,2031,1
Senate,48,South Fork SD 14,0301101402400,Doris Turner,293,1
Senate,48,Springfield SD 186,5108418602500,Doris Turner,12325,0.96
Senate,49,CUSD 308,2404730802600,Meg Loughran Cappel,982,0.06
Senate,49,Indian Prairie CUSD 204,1902220402600,Meg Loughran Cappel,2083,0.08
Senate,49,Joliet PSD 86,5609908600500,Meg Loughran Cappel,2233,0.24
Senate,49,Minooka CCSD 201,2403220100400,Meg Loughran Cappel,560,0.13
Senate,49,Plainfield SD 202,5609920202200,Meg Loughran Cappel,24373,0.99
Senate,49,Richland GSD 88A,56099088A0200,Meg Loughran Cappel,813,1
Senate,49,Troy CCSD 30C,56099030C0400,Meg Loughran Cappel,3171,0.81
Senate,49,Valley View CUSD 365U,56099365U2600,Meg Loughran Cappel,5240,0.36
Senate,50,A-C Central CUSD 262,0100926202600,Jil Tracy,321,1
Senate,50,Alton CUSD 11,4105701102600,Jil Tracy,429,0.08
Senate,50,Beardstown CUSD 15,0100901502600,Jil Tracy,1298,0.89
Senate,50,Bethalto CUSD 8,4105700802600,Jil Tracy,697,0.3
Senate,50,Brown County CUSD 1,0100500102600,Jil Tracy,683,1
Senate,50,Brussels CUSD 42,4000704202600,Jil Tracy,84,1
Senate,50,Bunker Hill CUSD 8,4005600802600,Jil Tracy,556,1
Senate,50,CUSD 4,0100100402600,Jil Tracy,667,1
Senate,50,Calhoun CUSD 40,4000704002600,Jil Tracy,500,1
Senate,50,Carrollton CUSD 1,4003100102600,Jil Tracy,449,1
Senate,50,Central CUSD 3,0100100302600,Jil Tracy,613,0.84
Senate,50,Edwardsville CUSD 7,4105700702600,Jil Tracy,109,0.02
Senate,50,Franklin CUSD 1,0106900102600,Jil Tracy,272,1
Senate,50,Greenfield CUSD 10,4003101002600,Jil Tracy,411,1
Senate,50,Griggsville-Perry CUSD 4,0107500402600,Jil Tracy,333,1
Senate,50,Jacksonville SD 117,0106911702200,Jil Tracy,3084,1
Senate,50,Jersey CUSD 100,4004210002600,Jil Tracy,2398,0.99
Senate,50,Liberty CUSD 2,0100100202600,Jil Tracy,621,1
Senate,50,Meredosia-Chambersburg CUSD 11,0106901102600,Jil Tracy,211,1
Senate,50,North Greene CUSD 3,4003100302600,Jil Tracy,816,1
Senate,50,Northwestern CUSD 2,4005600202600,Jil Tracy,315,1
Senate,50,Payson CUSD 1,0100100102600,Jil Tracy,468,1
Senate,50,Pikeland CUSD 10,0107501002600,Jil Tracy,1179,1
Senate,50,Pleasant Hill CUSD 3,0107500302600,Jil Tracy,365,1
Senate,50,Quincy SD 172,0100117202200,Jil Tracy,6210,1
Senate,50,Schuyler-Industry CUSD 5,2608500502600,Jil Tracy,926,1
Senate,50,Scott-Morgan CUSD 2,0108600202600,Jil Tracy,177,1
Senate,50,Southwestern CUSD 9,4005600902600,Jil Tracy,1154,1
Senate,50,Triopia CUSD 27,0106902702600,Jil Tracy,386,1
Senate,50,Virginia CUSD 64,0100906402600,Jil Tracy,320,1
Senate,50,Waverly CUSD 6,0106900602600,Jil Tracy,335,1
Senate,50,Western CUSD 12,0107501202600,Jil Tracy,526,1
Senate,50,Winchester CUSD 1,0108600102600,Jil Tracy,556,1
Senate,51,Arcola CUSD 306,1102130602600,Chapin Rose,688,1
